Symbol,Name,Risk,Sector,Quote
ANDE,"The Andersons, Inc.",Medium,Consumer Services,https://www.nasdaq.com/symbol/ande
FORR,"Forrester Research, Inc.",Medium,Consumer Services,https://www.nasdaq.com/symbol/forr
CNXN,"PC Connection, Inc.",Medium,Consumer Services,https://www.nasdaq.com/symbol/cnxn
MCRI,"Monarch Casino & Resort, Inc.",Medium,Consumer Services,https://www.nasdaq.com/symbol/mcri
GMLP,Golar LNG Partners LP,Medium,Consumer Services,https://www.nasdaq.com/symbol/gmlp
BJRI,"BJ&#39;s Restaurants, Inc.",Medium,Consumer Services,https://www.nasdaq.com/symbol/bjri
LILA,Liberty Latin America Ltd.,Medium,Consumer Services,https://www.nasdaq.com/symbol/lila
OSTK,"Overstock.com, Inc.",Medium,Consumer Services,https://www.nasdaq.com/symbol/ostk
SP,SP Plus Corporation,Medium,Consumer Services,https://www.nasdaq.com/symbol/sp
HMHC,Houghton Mifflin Harcourt Company,Medium,Consumer Services,https://www.nasdaq.com/symbol/hmhc
PRSC,The Providence Service Corporation,Medium,Consumer Services,https://www.nasdaq.com/symbol/prsc
RUTH,"Ruth&#39;s Hospitality Group, Inc.",Medium,Consumer Services,https://www.nasdaq.com/symbol/ruth
GOOD,Gladstone Commercial Corporation,Medium,Consumer Services,https://www.nasdaq.com/symbol/good
WSG,Wanda Sports Group Company Limited,Medium,Consumer Services,https://www.nasdaq.com/symbol/wsg
CONN,"Conn&#39;s, Inc.",Medium,Consumer Services,https://www.nasdaq.com/symbol/conn
IRCP,IRSA Propiedades Comerciales S.A.,Medium,Consumer Services,https://www.nasdaq.com/symbol/ircp
WIFI,"Boingo Wireless, Inc.",Medium,Consumer Services,https://www.nasdaq.com/symbol/wifi
WINA,Winmark Corporation,Medium,Consumer Services,https://www.nasdaq.com/symbol/wina
IMKTA,"Ingles Markets, Incorporated",Medium,Consumer Services,https://www.nasdaq.com/symbol/imkta
ZUMZ,Zumiez Inc.,Medium,Consumer Services,https://www.nasdaq.com/symbol/zumz
CHSCL,CHS Inc,Medium,Consumer Services,https://www.nasdaq.com/symbol/chscl
NCMI,"National CineMedia, Inc.",Medium,Consumer Services,https://www.nasdaq.com/symbol/ncmi
APEI,"American Public Education, Inc.",Medium,Consumer Services,https://www.nasdaq.com/symbol/apei
AMEH,"Apollo Medical Holdings, Inc.",Medium,Consumer Services,https://www.nasdaq.com/symbol/ameh
EZPW,"EZCORP, Inc.",Medium,Consumer Services,https://www.nasdaq.com/symbol/ezpw
RDIB,Reading International Inc,Medium,Consumer Services,https://www.nasdaq.com/symbol/rdib
CHSCM,CHS Inc,Medium,Consumer Services,https://www.nasdaq.com/symbol/chscm
HCKT,"The Hackett Group, Inc.",Medium,Consumer Services,https://www.nasdaq.com/symbol/hckt
HMTV,"Hemisphere Media Group, Inc.",Medium,Consumer Services,https://www.nasdaq.com/symbol/hmtv
REDU,RISE Education Cayman Ltd,Medium,Consumer Services,https://www.nasdaq.com/symbol/redu
ORBC,ORBCOMM Inc.,Medium,Consumer Services,https://www.nasdaq.com/symbol/orbc
TITN,Titan Machinery Inc.,Medium,Consumer Services,https://www.nasdaq.com/symbol/titn
CHSCN,CHS Inc,Medium,Consumer Services,https://www.nasdaq.com/symbol/chscn
TACO,"Del Taco Restaurants, Inc.",Medium,Consumer Services,https://www.nasdaq.com/symbol/taco
PCMI,"PCM, Inc.",Medium,Consumer Services,https://www.nasdaq.com/symbol/pcmi
RRGB,"Red Robin Gourmet Burgers, Inc.",Medium,Consumer Services,https://www.nasdaq.com/symbol/rrgb
LMRK,Landmark Infrastructure Partners LP,Medium,Consumer Services,https://www.nasdaq.com/symbol/lmrk
TAST,"Carrols Restaurant Group, Inc.",Medium,Consumer Services,https://www.nasdaq.com/symbol/tast
SECO,Secoo Holding Limited,Medium,Consumer Services,https://www.nasdaq.com/symbol/seco
FLNT,"Fluent, Inc.",Medium,Consumer Services,https://www.nasdaq.com/symbol/flnt
DLTH,Duluth Holdings Inc.,Medium,Consumer Services,https://www.nasdaq.com/symbol/dlth
CHUY,"Chuy&#39;s Holdings, Inc.",Medium,Consumer Services,https://www.nasdaq.com/symbol/chuy
WLDN,"Willdan Group, Inc.",Medium,Consumer Services,https://www.nasdaq.com/symbol/wldn
GDEN,"Golden Entertainment, Inc.",Medium,Consumer Services,https://www.nasdaq.com/symbol/gden
TOUR,Tuniu Corporation,Medium,Consumer Services,https://www.nasdaq.com/symbol/tour
LOCO,"El Pollo Loco Holdings, Inc.",Medium,Consumer Services,https://www.nasdaq.com/symbol/loco
SCVL,"Shoe Carnival, Inc.",Medium,Consumer Services,https://www.nasdaq.com/symbol/scvl
GOGO,Gogo Inc.,Medium,Consumer Services,https://www.nasdaq.com/symbol/gogo
VLGEA,"Village Super Market, Inc.",Medium,Consumer Services,https://www.nasdaq.com/symbol/vlgea
LE,"Lands&#39; End, Inc.",Medium,Consumer Services,https://www.nasdaq.com/symbol/le
DJCO,Daily Journal Corp. (S.C.),Medium,Consumer Services,https://www.nasdaq.com/symbol/djco
NYNY,"Empire Resorts, Inc.",Medium,Consumer Services,https://www.nasdaq.com/symbol/nyny
ASPS,Altisource Portfolio Solutions S.A.,Medium,Consumer Services,https://www.nasdaq.com/symbol/asps
HIBB,"Hibbett Sports, Inc.",Medium,Consumer Services,https://www.nasdaq.com/symbol/hibb
VSEC,VSE Corporation,Medium,Consumer Services,https://www.nasdaq.com/symbol/vsec
NDLS,Noodles & Company,Medium,Consumer Services,https://www.nasdaq.com/symbol/ndls
LOVE,The Lovesac Company,Medium,Consumer Services,https://www.nasdaq.com/symbol/love
CHSCO,CHS Inc,Medium,Consumer Services,https://www.nasdaq.com/symbol/chsco
RDI,Reading International Inc,High,Consumer Services,https://www.nasdaq.com/symbol/rdi
NATH,"Nathan&#39;s Famous, Inc.",High,Consumer Services,https://www.nasdaq.com/symbol/nath
RUHN,Ruhnn Holding Limited,High,Consumer Services,https://www.nasdaq.com/symbol/ruhn
TPCO,Tribune Publishing Company,High,Consumer Services,https://www.nasdaq.com/symbol/tpco
CNTY,"Century Casinos, Inc.",High,Consumer Services,https://www.nasdaq.com/symbol/cnty
DFRG,"Del Frisco&#39;s Restaurant Group, Inc.",High,Consumer Services,https://www.nasdaq.com/symbol/dfrg
FRGI,"Fiesta Restaurant Group, Inc.",High,Consumer Services,https://www.nasdaq.com/symbol/frgi
HABT,"The Habit Restaurants, Inc.",High,Consumer Services,https://www.nasdaq.com/symbol/habt
MEET,"The Meet Group, Inc.",High,Consumer Services,https://www.nasdaq.com/symbol/meet
CMLS,Cumulus Media Inc.,High,Consumer Services,https://www.nasdaq.com/symbol/cmls
BPRAP,Brookfield Property REIT Inc.,High,Consumer Services,https://www.nasdaq.com/symbol/bprap
STKL,"SunOpta, Inc.",High,Consumer Services,https://www.nasdaq.com/symbol/stkl
DSKE,"Daseke, Inc.",High,Consumer Services,https://www.nasdaq.com/symbol/dske
STRS,Stratus Properties Inc.,High,Consumer Services,https://www.nasdaq.com/symbol/strs
LAND,Gladstone Land Corporation,High,Consumer Services,https://www.nasdaq.com/symbol/land
MMDM,Modern Media Acquisition Corp.,High,Consumer Services,https://www.nasdaq.com/symbol/mmdm
YTRA,"Yatra Online, Inc.",High,Consumer Services,https://www.nasdaq.com/symbol/ytra
CMCTP,CIM Commercial Trust Corporation,High,Consumer Services,https://www.nasdaq.com/symbol/cmctp
IDEX,"Ideanomics, Inc.",High,Consumer Services,https://www.nasdaq.com/symbol/idex
CHSCP,CHS Inc,High,Consumer Services,https://www.nasdaq.com/symbol/chscp
SPWH,"Sportsman&#39;s Warehouse Holdings, Inc.",High,Consumer Services,https://www.nasdaq.com/symbol/spwh
ZAGG,ZAGG Inc,High,Consumer Services,https://www.nasdaq.com/symbol/zagg
FUND,"Sprott Focus Trust, Inc.",High,Consumer Services,https://www.nasdaq.com/symbol/fund
SGA,"Saga Communications, Inc.",High,Consumer Services,https://www.nasdaq.com/symbol/sga
CTRN,"Citi Trends, Inc.",High,Consumer Services,https://www.nasdaq.com/symbol/ctrn
BRAC,Black Ridge Acquisition Corp.,High,Consumer Services,https://www.nasdaq.com/symbol/brac
RNET,"RigNet, Inc.",High,Consumer Services,https://www.nasdaq.com/symbol/rnet
SKIS,"Peak Resorts, Inc.",High,Consumer Services,https://www.nasdaq.com/symbol/skis
RICK,"RCI Hospitality Holdings, Inc.",High,Consumer Services,https://www.nasdaq.com/symbol/rick
AVCO,Avalon GloboCare Corp.,High,Consumer Services,https://www.nasdaq.com/symbol/avco
LIVX,"LiveXLive Media, Inc.",High,Consumer Services,https://www.nasdaq.com/symbol/livx
GMLPP,Golar LNG Partners LP,High,Consumer Services,https://www.nasdaq.com/symbol/gmlpp
YGYI,"Youngevity International, Inc.",High,Consumer Services,https://www.nasdaq.com/symbol/ygyi
NYMTN,"New York Mortgage Trust, Inc.",High,Consumer Services,https://www.nasdaq.com/symbol/nymtn
PRGX,"PRGX Global, Inc.",High,Consumer Services,https://www.nasdaq.com/symbol/prgx
CDOR,"Condor Hospitality Trust, Inc.",High,Consumer Services,https://www.nasdaq.com/symbol/cdor
TTS,"Tile Shop Hldgs, Inc.",High,Consumer Services,https://www.nasdaq.com/symbol/tts
ATIF,ATIF Holdings Limited,High,Consumer Services,https://www.nasdaq.com/symbol/atif
III,"Information Services Group, Inc.",High,Consumer Services,https://www.nasdaq.com/symbol/iii
ZVO,Zovio Inc.,High,Consumer Services,https://www.nasdaq.com/symbol/zvo
CSSE,"Chicken Soup for the Soul Entertainment, Inc.",High,Consumer Services,https://www.nasdaq.com/symbol/csse
UONE,"Urban One, Inc.",High,Consumer Services,https://www.nasdaq.com/symbol/uone
GAIA,"Gaia, Inc.",High,Consumer Services,https://www.nasdaq.com/symbol/gaia
SOHO,Sotherly Hotels Inc.,High,Consumer Services,https://www.nasdaq.com/symbol/soho
PBPB,Potbelly Corporation,High,Consumer Services,https://www.nasdaq.com/symbol/pbpb
UONEK,"Urban One, Inc.",High,Consumer Services,https://www.nasdaq.com/symbol/uonek
BBGI,"Beasley Broadcast Group, Inc.",High,Consumer Services,https://www.nasdaq.com/symbol/bbgi
GOODM,Gladstone Commercial Corporation,High,Consumer Services,https://www.nasdaq.com/symbol/goodm
NYMTO,"New York Mortgage Trust, Inc.",High,Consumer Services,https://www.nasdaq.com/symbol/nymto
STKS,"The ONE Group Hospitality, Inc.",High,Consumer Services,https://www.nasdaq.com/symbol/stks
ASNA,"Ascena Retail Group, Inc.",High,Consumer Services,https://www.nasdaq.com/symbol/asna
DXLG,"Destination XL Group, Inc.",High,Consumer Services,https://www.nasdaq.com/symbol/dxlg
TEDU,"Tarena International, Inc.",High,Consumer Services,https://www.nasdaq.com/symbol/tedu
TUES,Tuesday Morning Corp.,High,Consumer Services,https://www.nasdaq.com/symbol/tues
NYMTP,"New York Mortgage Trust, Inc.",High,Consumer Services,https://www.nasdaq.com/symbol/nymtp
ASPU,Aspen Group Inc.,High,Consumer Services,https://www.nasdaq.com/symbol/aspu
MAYS,"J. W. Mays, Inc.",High,Consumer Services,https://www.nasdaq.com/symbol/mays
INTG,The Intergroup Corporation,High,Consumer Services,https://www.nasdaq.com/symbol/intg
EMMS,Emmis Communications Corporation,High,Consumer Services,https://www.nasdaq.com/symbol/emms
HBP,"Huttig Building Products, Inc.",High,Consumer Services,https://www.nasdaq.com/symbol/hbp
ARKR,Ark Restaurants Corp.,High,Consumer Services,https://www.nasdaq.com/symbol/arkr
AREC,American Resources Corporation,High,Consumer Services,https://www.nasdaq.com/symbol/arec
ENT,Global Eagle Entertainment Inc.,High,Consumer Services,https://www.nasdaq.com/symbol/ent
PFMT,Performant Financial Corporation,High,Consumer Services,https://www.nasdaq.com/symbol/pfmt
SLGG,"Super League Gaming, Inc.",High,Consumer Services,https://www.nasdaq.com/symbol/slgg
ATAI,ATA Inc.,High,Consumer Services,https://www.nasdaq.com/symbol/atai
LMRKO,Landmark Infrastructure Partners LP,High,Consumer Services,https://www.nasdaq.com/symbol/lmrko
LOAN,"Manhattan Bridge Capital, Inc",High,Consumer Services,https://www.nasdaq.com/symbol/loan
WHLRD,"Wheeler Real Estate Investment Trust, Inc.",High,Consumer Services,https://www.nasdaq.com/symbol/whlrd
SHOS,"Sears Hometown and Outlet Stores, Inc.",High,Consumer Services,https://www.nasdaq.com/symbol/shos
CPHC,Canterbury Park Holding Corporation,High,Consumer Services,https://www.nasdaq.com/symbol/cphc
SALM,"Salem Media Group, Inc.",High,Consumer Services,https://www.nasdaq.com/symbol/salm
RVEN,"Reven Housing REIT, Inc.",High,Consumer Services,https://www.nasdaq.com/symbol/rven
BCOM,B Communications Ltd.,High,Consumer Services,https://www.nasdaq.com/symbol/bcom
FLL,"Full House Resorts, Inc.",High,Consumer Services,https://www.nasdaq.com/symbol/fll
LMRKN,Landmark Infrastructure Partners LP,High,Consumer Services,https://www.nasdaq.com/symbol/lmrkn
OMEX,"Odyssey Marine Exploration, Inc.",High,Consumer Services,https://www.nasdaq.com/symbol/omex
LINC,Lincoln Educational Services Corporation,High,Consumer Services,https://www.nasdaq.com/symbol/linc
BGFV,Big 5 Sporting Goods Corporation,High,Consumer Services,https://www.nasdaq.com/symbol/bgfv
EEI,"Ecology and Environment, Inc.",High,Consumer Services,https://www.nasdaq.com/symbol/eei
FAT,FAT Brands Inc.,High,Consumer Services,https://www.nasdaq.com/symbol/fat
CIFS,China Internet Nationwide Financial Services Inc.,High,Consumer Services,https://www.nasdaq.com/symbol/cifs
VERB,"Verb Technology Company, Inc.",High,Consumer Services,https://www.nasdaq.com/symbol/verb
CLUB,"Town Sports International Holdings, Inc.",High,Consumer Services,https://www.nasdaq.com/symbol/club
DAVE,"Famous Dave&#39;s of America, Inc.",High,Consumer Services,https://www.nasdaq.com/symbol/dave
PRTS,"U.S. Auto Parts Network, Inc.",High,Consumer Services,https://www.nasdaq.com/symbol/prts
CIDM,Cinedigm Corp,High,Consumer Services,https://www.nasdaq.com/symbol/cidm
LMRKP,Landmark Infrastructure Partners LP,High,Consumer Services,https://www.nasdaq.com/symbol/lmrkp
SOHOB,Sotherly Hotels Inc.,High,Consumer Services,https://www.nasdaq.com/symbol/sohob
HYRE,HyreCar Inc.,High,Consumer Services,https://www.nasdaq.com/symbol/hyre
SMRT,"Stein Mart, Inc.",High,Consumer Services,https://www.nasdaq.com/symbol/smrt
MARK,"Remark Holdings, Inc.",High,Consumer Services,https://www.nasdaq.com/symbol/mark
TRMT,Tremont Mortgage Trust,High,Consumer Services,https://www.nasdaq.com/symbol/trmt
IFMK,iFresh Inc.,High,Consumer Services,https://www.nasdaq.com/symbol/ifmk
BHTG,"BioHiTech Global, Inc.",High,Consumer Services,https://www.nasdaq.com/symbol/bhtg
SOHOO,Sotherly Hotels Inc.,High,Consumer Services,https://www.nasdaq.com/symbol/sohoo
TST,"TheStreet, Inc.",High,Consumer Services,https://www.nasdaq.com/symbol/tst
IMBI,"iMedia Brands, Inc.",High,Consumer Services,https://www.nasdaq.com/symbol/imbi
SELF,"Global Self Storage, Inc.",High,Consumer Services,https://www.nasdaq.com/symbol/self
JCTCF,Jewett-Cameron Trading Company,High,Consumer Services,https://www.nasdaq.com/symbol/jctcf
GOODO,Gladstone Commercial Corporation,High,Consumer Services,https://www.nasdaq.com/symbol/goodo
AFINP,"American Finance Trust, Inc.",High,Consumer Services,https://www.nasdaq.com/symbol/afinp
LANDP,Gladstone Land Corporation,High,Consumer Services,https://www.nasdaq.com/symbol/landp
WHLM,"Wilhelmina International, Inc.",High,Consumer Services,https://www.nasdaq.com/symbol/whlm
SOHON,Sotherly Hotels Inc.,High,Consumer Services,https://www.nasdaq.com/symbol/sohon
ENG,ENGlobal Corporation,High,Consumer Services,https://www.nasdaq.com/symbol/eng
GYRO,"Gyrodyne , LLC",High,Consumer Services,https://www.nasdaq.com/symbol/gyro
GOODP,Gladstone Commercial Corporation,High,Consumer Services,https://www.nasdaq.com/symbol/goodp
WORX,SCWorx Corp.,High,Consumer Services,https://www.nasdaq.com/symbol/worx
LTBR,Lightbridge Corporation,High,Consumer Services,https://www.nasdaq.com/symbol/ltbr
KIRK,"Kirkland&#39;s, Inc.",High,Consumer Services,https://www.nasdaq.com/symbol/kirk
MKGI,"Monaker Group, Inc.",High,Consumer Services,https://www.nasdaq.com/symbol/mkgi
CSSEP,"Chicken Soup for the Soul Entertainment, Inc.",High,Consumer Services,https://www.nasdaq.com/symbol/cssep
GTIM,Good Times Restaurants Inc.,High,Consumer Services,https://www.nasdaq.com/symbol/gtim
SAUC,"Diversified Restaurant Holdings, Inc.",High,Consumer Services,https://www.nasdaq.com/symbol/sauc
VTSI,"VirTra, Inc.",High,Consumer Services,https://www.nasdaq.com/symbol/vtsi
MDRR,"Medalist Diversified REIT, Inc.",High,Consumer Services,https://www.nasdaq.com/symbol/mdrr
AEY,"ADDvantage Technologies Group, Inc.",High,Consumer Services,https://www.nasdaq.com/symbol/aey
EDRY,EuroDry Ltd.,High,Consumer Services,https://www.nasdaq.com/symbol/edry
DLPN,"Dolphin Entertainment, Inc.",High,Consumer Services,https://www.nasdaq.com/symbol/dlpn
WAFU,Wah Fu Education Group Limited,High,Consumer Services,https://www.nasdaq.com/symbol/wafu
WHLR,"Wheeler Real Estate Investment Trust, Inc.",High,Consumer Services,https://www.nasdaq.com/symbol/whlr
RBZ,Reebonz Holding Limited,High,Consumer Services,https://www.nasdaq.com/symbol/rbz
IZEA,"IZEA Worldwide, Inc.",High,Consumer Services,https://www.nasdaq.com/symbol/izea
NXTD,NXT-ID Inc.,High,Consumer Services,https://www.nasdaq.com/symbol/nxtd
ISIG,"Insignia Systems, Inc.",High,Consumer Services,https://www.nasdaq.com/symbol/isig
FRED,"Fred&#39;s, Inc.",High,Consumer Services,https://www.nasdaq.com/symbol/fred
DEST,Destination Maternity Corporation,High,Consumer Services,https://www.nasdaq.com/symbol/dest
IPIC,iPic Entertainment Inc.,High,Consumer Services,https://www.nasdaq.com/symbol/ipic
APDN,Applied DNA Sciences Inc,High,Consumer Services,https://www.nasdaq.com/symbol/apdn
TWMC,Trans World Entertainment Corp.,High,Consumer Services,https://www.nasdaq.com/symbol/twmc
WHLRP,"Wheeler Real Estate Investment Trust, Inc.",High,Consumer Services,https://www.nasdaq.com/symbol/whlrp
FRAN,Francesca&#39;s Holdings Corporation,High,Consumer Services,https://www.nasdaq.com/symbol/fran
GNUS,"Genius Brands International, Inc.",High,Consumer Services,https://www.nasdaq.com/symbol/gnus
BURG,"Chanticleer Holdings, Inc.",High,Consumer Services,https://www.nasdaq.com/symbol/burg
ARCI,"Appliance Recycling Centers of America, Inc.",High,Consumer Services,https://www.nasdaq.com/symbol/arci
SGBX,"SG Blocks, Inc.",High,Consumer Services,https://www.nasdaq.com/symbol/sgbx
DCAR,"DropCar, Inc.",High,Consumer Services,https://www.nasdaq.com/symbol/dcar
XSPA,"XpresSpa Group, Inc.",High,Consumer Services,https://www.nasdaq.com/symbol/xspa
AGNCN,AGNC Investment Corp.,High,Consumer Services,https://www.nasdaq.com/symbol/agncn
FANG,"Diamondback Energy, Inc.",Low,Energy,https://www.nasdaq.com/symbol/fang
WWD,"Woodward, Inc.",Low,Energy,https://www.nasdaq.com/symbol/wwd
VNOM,Viper Energy Partners LP,Low,Energy,https://www.nasdaq.com/symbol/vnom
MGEE,MGE Energy Inc.,Low,Energy,https://www.nasdaq.com/symbol/mgee
PTEN,"Patterson-UTI Energy, Inc.",Low,Energy,https://www.nasdaq.com/symbol/pten
ARLP,"Alliance Resource Partners, L.P.",Low,Energy,https://www.nasdaq.com/symbol/arlp
PDCE,"PDC Energy, Inc.",Low,Energy,https://www.nasdaq.com/symbol/pdce
TELL,Tellurian Inc.,Low,Energy,https://www.nasdaq.com/symbol/tell
CDEV,"Centennial Resource Development, Inc.",Low,Energy,https://www.nasdaq.com/symbol/cdev
HOLI,"Hollysys Automation Technologies, Ltd.",Low,Energy,https://www.nasdaq.com/symbol/holi
BLDP,"Ballard Power Systems, Inc.",Medium,Energy,https://www.nasdaq.com/symbol/bldp
TPIC,"TPI Composites, Inc.",Medium,Energy,https://www.nasdaq.com/symbol/tpic
CRZO,"Carrizo Oil & Gas, Inc.",Medium,Energy,https://www.nasdaq.com/symbol/crzo
BRY,Berry Petroleum Corporation,Medium,Energy,https://www.nasdaq.com/symbol/bry
NESR,National Energy Services Reunited Corp.,Medium,Energy,https://www.nasdaq.com/symbol/nesr
FLMN,Falcon Minerals Corporation,Medium,Energy,https://www.nasdaq.com/symbol/flmn
DMLP,"Dorchester Minerals, L.P.",Medium,Energy,https://www.nasdaq.com/symbol/dmlp
XOG,"Extraction Oil & Gas, Inc.",Medium,Energy,https://www.nasdaq.com/symbol/xog
GPOR,Gulfport Energy Corporation,Medium,Energy,https://www.nasdaq.com/symbol/gpor
PLUG,"Plug Power, Inc.",Medium,Energy,https://www.nasdaq.com/symbol/plug
PVAC,Penn Virginia Corporation,Medium,Energy,https://www.nasdaq.com/symbol/pvac
WPRT,Westport Fuel Systems Inc,Medium,Energy,https://www.nasdaq.com/symbol/wprt
KLXE,"KLX Energy Services Holdings, Inc.",Medium,Energy,https://www.nasdaq.com/symbol/klxe
CLMT,"Calumet Specialty Products Partners, L.P.",Medium,Energy,https://www.nasdaq.com/symbol/clmt
ISRL,"Isramco, Inc.",Medium,Energy,https://www.nasdaq.com/symbol/isrl
TUSK,"Mammoth Energy Services, Inc.",High,Energy,https://www.nasdaq.com/symbol/tusk
PNRG,PrimeEnergy Resources Corporation,High,Energy,https://www.nasdaq.com/symbol/pnrg
MMLP,Martin Midstream Partners L.P.,High,Energy,https://www.nasdaq.com/symbol/mmlp
USWS,"U.S. Well Services, Inc.",High,Energy,https://www.nasdaq.com/symbol/usws
METC,"Ramaco Resources, Inc.",High,Energy,https://www.nasdaq.com/symbol/metc
CCLP,CSI Compressco LP,High,Energy,https://www.nasdaq.com/symbol/cclp
BKEPP,"Blueknight Energy Partners L.P., L.L.C.",High,Energy,https://www.nasdaq.com/symbol/bkepp
HNRG,Hallador Energy Company,High,Energy,https://www.nasdaq.com/symbol/hnrg
NCSM,"NCS Multistage Holdings, Inc.",High,Energy,https://www.nasdaq.com/symbol/ncsm
AXAS,Abraxas Petroleum Corporation,High,Energy,https://www.nasdaq.com/symbol/axas
ROSE,Rosehill Resources Inc.,High,Energy,https://www.nasdaq.com/symbol/rose
TGA,TransGlobe Energy Corporation,High,Energy,https://www.nasdaq.com/symbol/tga
EPSN,Epsilon Energy Ltd.,High,Energy,https://www.nasdaq.com/symbol/epsn
TRCH,"Torchlight Energy Resources, Inc.",High,Energy,https://www.nasdaq.com/symbol/trch
SNDE,Sundance Energy Australia Limited,High,Energy,https://www.nasdaq.com/symbol/snde
PFIE,"Profire Energy, Inc.",High,Energy,https://www.nasdaq.com/symbol/pfie
LONE,Lonestar Resources US Inc.,High,Energy,https://www.nasdaq.com/symbol/lone
AMR,"Alta Mesa Resources, Inc.",High,Energy,https://www.nasdaq.com/symbol/amr
VTNR,"Vertex Energy, Inc",High,Energy,https://www.nasdaq.com/symbol/vtnr
DWSN,Dawson Geophysical Company,High,Energy,https://www.nasdaq.com/symbol/dwsn
BKEP,"Blueknight Energy Partners L.P., L.L.C.",High,Energy,https://www.nasdaq.com/symbol/bkep
CPST,Capstone Turbine Corporation,High,Energy,https://www.nasdaq.com/symbol/cpst
UPL,Ultra Petroleum Corp.,High,Energy,https://www.nasdaq.com/symbol/upl
LLEX,"Lilis Energy, Inc.",High,Energy,https://www.nasdaq.com/symbol/llex
AREX,Approach Resources Inc.,High,Energy,https://www.nasdaq.com/symbol/arex
ZN,Zion Oil,High,Energy,https://www.nasdaq.com/symbol/zn
RCON,"Recon Technology, Ltd.",High,Energy,https://www.nasdaq.com/symbol/rcon
SAEX,"SAExploration Holdings, Inc.",High,Energy,https://www.nasdaq.com/symbol/saex
MCEP,"Mid-Con Energy Partners, LP",High,Energy,https://www.nasdaq.com/symbol/mcep
USEG,U.S. Energy Corp.,High,Energy,https://www.nasdaq.com/symbol/useg
SLNG,"Stabilis Energy, Inc.",High,Energy,https://www.nasdaq.com/symbol/slng
IPWR,Ideal Power Inc.,High,Energy,https://www.nasdaq.com/symbol/ipwr
MARPS,Marine Petroleum Trust,High,Energy,https://www.nasdaq.com/symbol/marps
CME,CME Group Inc.,Low,Finance,https://www.nasdaq.com/symbol/cme
AMTD,TD Ameritrade Holding Corporation,Low,Finance,https://www.nasdaq.com/symbol/amtd
TROW,"T. Rowe Price Group, Inc.",Low,Finance,https://www.nasdaq.com/symbol/trow
WLTW,Willis Towers Watson Public Limited Company,Low,Finance,https://www.nasdaq.com/symbol/wltw
FITB,Fifth Third Bancorp,Low,Finance,https://www.nasdaq.com/symbol/fitb
NTRS,Northern Trust Corporation,Low,Finance,https://www.nasdaq.com/symbol/ntrs
HBANO,Huntington Bancshares Incorporated,Low,Finance,https://www.nasdaq.com/symbol/hbano
CINF,Cincinnati Financial Corporation,Low,Finance,https://www.nasdaq.com/symbol/cinf
PFG,Principal Financial Group Inc,Low,Finance,https://www.nasdaq.com/symbol/pfg
NDAQ,"Nasdaq, Inc.",Low,Finance,https://www.nasdaq.com/symbol/ndaq
ACGL,Arch Capital Group Ltd.,Low,Finance,https://www.nasdaq.com/symbol/acgl
HBAN,Huntington Bancshares Incorporated,Low,Finance,https://www.nasdaq.com/symbol/hban
MKTX,"MarketAxess Holdings, Inc.",Low,Finance,https://www.nasdaq.com/symbol/mktx
SIVB,SVB Financial Group,Low,Finance,https://www.nasdaq.com/symbol/sivb
ETFC,E*TRADE Financial Corporation,Low,Finance,https://www.nasdaq.com/symbol/etfc
ERIE,Erie Indemnity Company,Low,Finance,https://www.nasdaq.com/symbol/erie
TW,Tradeweb Markets Inc.,Low,Finance,https://www.nasdaq.com/symbol/tw
SEIC,SEI Investments Company,Low,Finance,https://www.nasdaq.com/symbol/seic
CACC,Credit Acceptance Corporation,Low,Finance,https://www.nasdaq.com/symbol/cacc
BPY,Brookfield Property Partners L.P.,Low,Finance,https://www.nasdaq.com/symbol/bpy
EEFT,"Euronet Worldwide, Inc.",Low,Finance,https://www.nasdaq.com/symbol/eeft
CG,The Carlyle Group L.P.,Low,Finance,https://www.nasdaq.com/symbol/cg
ZION,Zions Bancorporation N.A.,Low,Finance,https://www.nasdaq.com/symbol/zion
SBNY,Signature Bank,Low,Finance,https://www.nasdaq.com/symbol/sbny
EWBC,"East West Bancorp, Inc.",Low,Finance,https://www.nasdaq.com/symbol/ewbc
LPLA,LPL Financial Holdings Inc.,Low,Finance,https://www.nasdaq.com/symbol/lpla
CBSH,"Commerce Bancshares, Inc.",Low,Finance,https://www.nasdaq.com/symbol/cbsh
PBCT,"People&#39;s United Financial, Inc.",Low,Finance,https://www.nasdaq.com/symbol/pbct
MORN,"Morningstar, Inc.",Low,Finance,https://www.nasdaq.com/symbol/morn
BOKF,BOK Financial Corporation,Low,Finance,https://www.nasdaq.com/symbol/bokf
BPOP,"Popular, Inc.",Low,Finance,https://www.nasdaq.com/symbol/bpop
NTRSP,Northern Trust Corporation,Low,Finance,https://www.nasdaq.com/symbol/ntrsp
FCNCA,"First Citizens BancShares, Inc.",Low,Finance,https://www.nasdaq.com/symbol/fcnca
GGAL,Grupo Financiero Galicia S.A.,Low,Finance,https://www.nasdaq.com/symbol/ggal
TFSL,TFS Financial Corporation,Low,Finance,https://www.nasdaq.com/symbol/tfsl
PNFP,"Pinnacle Financial Partners, Inc.",Low,Finance,https://www.nasdaq.com/symbol/pnfp
PACW,PacWest Bancorp,Low,Finance,https://www.nasdaq.com/symbol/pacw
BHF,"Brighthouse Financial, Inc.",Low,Finance,https://www.nasdaq.com/symbol/bhf
